GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37
0400000US13,13,Georgia,3656407,14418,(X),(X),3171504,15800,86.7,0.3,2820952,18842,77.2,0.4,354461,8806,9.7,0.2,2795850,17849,76.5,0.3,324564,10082,8.9,0.3,261296,9314,7.1,0.3,5886,1174,0.2,0.1,484903,11262,13.3,0.3,2749795,17389,75.2,0.4,15270,1814,0.4,0.1,2734525,17554,74.8,0.4,649238,11034,17.8,0.3,1348855,14856,36.9,0.4,220393,8848,6.0,0.2,1339372,14781,36.6,0.4,121666,5816,3.3,0.2,89692,4910,2.5,0.1,906612,14917,24.8,0.4,677462,12945,(X),(X),3015,811,0.4,0.1,316867,9460,46.8,1.1,357580,9760,52.8,1.1,1765843,17224,(X),(X),8845,1599,0.5,0.1,1299291,17046,73.6,0.6,457707,11440,25.9,0.6,1213102,13508,(X),(X),3410,778,0.3,0.1,1118367,14174,92.2,0.4,91325,5122,7.5,0.4
0400000US15,15,Hawaii,445936,4817,(X),(X),397193,5166,89.1,0.6,367440,5020,82.4,0.8,45129,2685,10.1,0.6,349855,5024,78.5,0.7,27300,2344,6.1,0.5,23471,1956,5.3,0.4,527,237,0.1,0.1,48743,2886,10.9,0.6,368594,5547,82.7,0.9,2152,634,0.5,0.1,366442,5575,82.2,0.9,38508,2943,8.6,0.7,209904,5396,47.1,1.1,21843,2246,4.9,0.5,255745,5604,57.4,1.1,10991,1190,2.5,0.3,5198,1213,1.2,0.3,77342,4346,17.3,0.9,53022,2754,(X),(X),136,160,0.3,0.3,28841,1981,54.4,2.6,24045,1895,45.3,2.6,173435,5225,(X),(X),1062,425,0.6,0.2,133981,4392,77.3,1.7,38392,3349,22.1,1.7,219479,5136,(X),(X),954,495,0.4,0.2,203620,5170,92.8,0.8,14905,1727,6.8,0.8
0400000US16,16,Idaho,597421,4571,(X),(X),532619,5915,89.2,0.7,487424,6045,81.6,0.8,85587,4229,14.3,0.7,443529,6814,74.2,0.9,43049,3370,7.2,0.6,23560,3115,3.9,0.5,935,409,0.2,0.1,64802,3922,10.8,0.7,463564,6692,77.6,0.9,5634,992,0.9,0.2,457930,6599,76.7,0.9,131183,5331,22.0,0.9,231321,6645,38.7,1.0,50620,3445,8.5,0.6,186278,6391,31.2,1.0,10963,1682,1.8,0.3,42799,3035,7.2,0.5,133857,5590,22.4,0.9,111476,5571,(X),(X),613,369,0.5,0.3,60359,3985,54.1,2.9,50504,4492,45.3,2.9,309808,7573,(X),(X),3673,840,1.2,0.3,235206,6288,75.9,1.1,70929,4106,22.9,1.1,176137,5743,(X),(X),1348,556,0.8,0.3,162365,5430,92.2,1.1,12424,1901,7.1,1.0
0400000US17,17,Illinois,4794523,12954,(X),(X),4136476,16622,86.3,0.2,3733845,16915,77.9,0.3,516547,9620,10.8,0.2,3585560,16886,74.8,0.3,363682,9501,7.6,0.2,349215,9123,7.3,0.2,10916,1740,0.2,0.1,658047,11086,13.7,0.2,3715784,16831,77.5,0.3,26886,2086,0.6,0.1,3688898,16771,76.9,0.3,633077,11329,13.2,0.2,2016508,14741,42.1,0.3,320492,8659,6.7,0.2,2098939,17632,43.8,0.3,132338,5577,2.8,0.1,130529,4471,2.7,0.1,1078739,12813,22.5,0.3,761107,11657,(X),(X),3301,675,0.4,0.1,366106,9196,48.1,0.9,391700,9158,51.5,0.9,2120912,15033,(X),(X),14875,1588,0.7,0.1,1556715,15476,73.4,0.5,549322,10982,25.9,0.5,1912504,14556,(X),(X),8710,1273,0.5,0.1,1766077,14084,92.3,0.3,137717,5725,7.2,0.3
0400000US18,18,Indiana,2515143,11611,(X),(X),2138978,13955,85.0,0.3,1907376,14619,75.8,0.4,324153,8632,12.9,0.3,1798206,15451,71.5,0.4,215771,6637,8.6,0.3,135906,5265,5.4,0.2,5925,1177,0.2,0.1,376165,8624,15.0,0.3,1862137,14102,74.0,0.4,19117,1924,0.8,0.1,1843020,14078,73.3,0.4,358030,8893,14.2,0.4,867208,12365,34.5,0.4,179351,6663,7.1,0.3,890386,13874,35.4,0.5,151838,5923,6.0,0.2,92649,4452,3.7,0.2,653006,10593,26.0,0.4,434082,9089,(X),(X),3027,634,0.7,0.1,201213,6911,46.4,1.1,229842,6283,52.9,1.1,1292654,15653,(X),(X),11432,1518,0.9,0.1,924861,14089,71.5,0.6,356361,9071,27.6,0.6,788407,11382,(X),(X),4658,998,0.6,0.1,716946,10471,90.9,0.5,66803,4224,8.5,0.5
0400000US19,19,Iowa,1247249,6782,(X),(X),1068405,9011,85.7,0.5,970062,9080,77.8,0.5,162602,4354,13.0,0.3,893460,9329,71.6,0.6,90062,4423,7.2,0.3,60596,3688,4.9,0.3,4306,819,0.3,0.1,178844,5864,14.3,0.5,947969,8214,76.0,0.5,12463,1299,1.0,0.1,935506,8441,75.0,0.5,232043,6752,18.6,0.5,448417,7874,36.0,0.6,90093,4265,7.2,0.3,399906,8033,32.1,0.6,62691,3166,5.0,0.2,56314,2843,4.5,0.2,299280,6694,24.0,0.5,197733,5371,(X),(X),1834,396,0.9,0.2,96427,4281,48.8,1.7,99472,4426,50.3,1.7,622479,9018,(X),(X),7504,1154,1.2,0.2,453070,8092,72.8,0.8,161905,5194,26.0,0.7,427037,7645,(X),(X),3125,654,0.7,0.2,386009,7706,90.4,0.6,37903,2627,8.9,0.6
0400000US20,20,Kansas,1111582,6565,(X),(X),956275,8709,86.0,0.5,859288,9599,77.3,0.6,135343,3967,12.2,0.4,816947,9243,73.5,0.6,92164,4211,8.3,0.4,41364,2697,3.7,0.2,1459,431,0.1,0.1,155307,5020,14.0,0.5,853698,8365,76.8,0.5,6445,1031,0.6,0.1,847253,8271,76.2,0.5,134782,4854,12.1,0.4,431759,8395,38.8,0.7,77802,4381,7.0,0.4,431120,7860,38.8,0.6,77557,3473,7.0,0.3,41400,2803,3.7,0.3,257884,5153,23.2,0.5,177376,5735,(X),(X),842,324,0.5,0.2,86352,4213,48.7,1.7,90182,4055,50.8,1.7,547840,9341,(X),(X),4221,756,0.8,0.1,402729,7822,73.5,0.7,140890,4746,25.7,0.7,386366,7022,(X),(X),1382,585,0.4,0.2,358172,6579,92.7,0.6,26812,2509,6.9,0.6
0400000US21,21,Kentucky,1716168,8844,(X),(X),1409686,10462,82.1,0.4,1234486,11891,71.9,0.5,210547,5127,12.3,0.3,1188744,11403,69.3,0.5,164781,5517,9.6,0.3,83347,4439,4.9,0.3,3312,672,0.2,0.1,306482,7222,17.9,0.4,1228449,12325,71.6,0.6,12460,1644,0.7,0.1,1215989,12198,70.9,0.6,279907,6817,16.3,0.4,608544,9869,35.5,0.5,103989,4500,6.1,0.3,574106,9259,33.5,0.5,67008,3350,3.9,0.2,59030,3058,3.4,0.2,487719,9874,28.4,0.6,379457,7844,(X),(X),1992,626,0.5,0.2,169638,6450,44.7,1.5,207827,7442,54.8,1.5,861563,10311,(X),(X),8115,1610,0.9,0.2,616028,9405,71.5,0.8,237420,7090,27.6,0.7,475148,7971,(X),(X),2353,708,0.5,0.1,430323,7794,90.6,0.6,42472,3100,8.9,0.6
0400000US22,22,Louisiana,1737908,9569,(X),(X),1404473,13447,80.8,0.5,1199041,12904,69.0,0.5,164026,6577,9.4,0.4,1229283,12187,70.7,0.5,197043,6996,11.3,0.4,107295,5738,6.2,0.3,2291,645,0.1,0.1,333435,8395,19.2,0.5,1203928,12786,69.3,0.5,10275,1665,0.6,0.1,1193653,13009,68.7,0.6,214652,7108,12.4,0.4,537815,11463,30.9,0.6,116254,5145,6.7,0.3,582915,11579,33.5,0.6,73418,4065,4.2,0.2,64088,4077,3.7,0.2,533980,9103,30.7,0.5,406935,9283,(X),(X),2098,796,0.5,0.2,163911,7278,40.3,1.4,240926,6937,59.2,1.4,800879,11392,(X),(X),5243,1097,0.7,0.1,555142,10896,69.3,0.9,240494,7130,30.0,0.8,530094,9903,(X),(X),2934,1009,0.6,0.2,474600,9917,89.5,0.6,52560,3315,9.9,0.6
0400000US23,23,Maine,545226,5325,(X),(X),473574,5606,86.9,0.7,443093,5371,81.3,0.7,99048,4219,18.2,0.8,370093,5671,67.9,0.8,26867,2187,4.9,0.4,28999,2212,5.3,0.4,1442,593,0.3,0.1,71652,3676,13.1,0.7,425652,5671,78.1,0.7,5052,929,0.9,0.2,420600,5746,77.1,0.7,92911,2950,17.0,0.5,171981,5019,31.5,0.9,22589,1966,4.1,0.4,254161,5134,46.6,0.8,5908,1130,1.1,0.2,11735,1257,2.2,0.2,119574,4001,21.9,0.7,103693,4169,(X),(X),1212,383,1.2,0.4,50465,2935,48.7,2.2,52016,3137,50.2,2.1,267222,6099,(X),(X),2971,837,1.1,0.3,207535,5238,77.7,1.0,56716,2967,21.2,1.0,174311,5262,(X),(X),869,355,0.5,0.2,162600,5156,93.3,0.8,10842,1475,6.2,0.8
0400000US24,24,Maryland,2177934,7798,(X),(X),1957992,9976,89.9,0.3,1809020,12155,83.1,0.4,219972,5872,10.1,0.3,1723181,10882,79.1,0.4,135376,6237,6.2,0.3,187540,8477,8.6,0.4,3066,924,0.1,0.1,219942,6403,10.1,0.3,1784615,10267,81.9,0.4,11608,1269,0.5,0.1,1773007,10058,81.4,0.4,147622,4727,6.8,0.2,895777,9646,41.1,0.4,99291,4170,4.6,0.2,829826,9837,38.1,0.4,438384,7823,20.1,0.4,34257,2522,1.6,0.1,393319,8317,18.1,0.4,245122,7157,(X),(X),1634,685,0.7,0.3,123863,4676,50.5,1.8,119625,6354,48.8,1.8,831432,9923,(X),(X),6549,1010,0.8,0.1,622359,8463,74.9,0.6,202524,6365,24.4,0.7,1101380,9770,(X),(X),3425,913,0.3,0.1,1026785,9531,93.2,0.4,71170,3996,6.5,0.4
0400000US25,25,Massachusetts,2559951,9181,(X),(X),2277721,12813,89.0,0.3,2125714,13128,83.0,0.4,298686,7669,11.7,0.3,1961366,12381,76.6,0.4,135558,6685,5.3,0.3,179646,7388,7.0,0.3,5396,1156,0.2,0.1,282230,8549,11.0,0.3,2126375,13436,83.1,0.4,11595,1545,0.5,0.1,2114780,13414,82.6,0.4,164198,5444,6.4,0.2,1070740,12070,41.8,0.4,90561,3778,3.5,0.1,1350300,13335,52.7,0.5,283917,7328,11.1,0.3,20404,2219,0.8,0.1,433576,10000,16.9,0.4,384814,9046,(X),(X),2348,705,0.6,0.2,209738,7289,54.5,1.3,172728,5997,44.9,1.3,955809,11967,(X),(X),6105,1152,0.6,0.1,746419,11434,78.1,0.7,203285,6927,21.3,0.7,1219328,13023,(X),(X),3142,745,0.3,0.1,1158623,12362,95.0,0.3,57563,4146,4.7,0.3
0400000US26,26,Michigan,3858532,11041,(X),(X),3326244,13170,86.2,0.2,2982298,14586,77.3,0.3,477981,9213,12.4,0.2,2824322,14373,73.2,0.3,320673,8050,8.3,0.2,190818,7112,4.9,0.2,9282,1181,0.2,0.1,532288,9087,13.8,0.2,2895117,15039,75.0,0.3,22942,1928,0.6,0.1,2872175,14709,74.4,0.3,381676,8506,9.9,0.2,1372523,13209,35.6,0.3,239238,6871,6.2,0.2,1782506,12807,46.2,0.3,89905,4174,2.3,0.1,133269,4182,3.5,0.1,963415,13348,25.0,0.3,702124,9626,(X),(X),4681,823,0.7,0.1,333801,7298,47.5,0.8,363642,8142,51.8,0.9,1902299,13653,(X),(X),14488,1526,0.8,0.1,1394992,14921,73.3,0.5,492819,8976,25.9,0.5,1254109,10635,(X),(X),3773,771,0.3,0.1,1143382,10332,91.2,0.4,106954,5019,8.5,0.4
0400000US27,27,Minnesota,2147262,7978,(X),(X),1916415,9710,89.2,0.2,1774272,9641,82.6,0.3,250961,5386,11.7,0.3,1651838,10366,76.9,0.3,129298,5588,6.0,0.3,113783,5365,5.3,0.2,4758,902,0.2,0.1,230847,5245,10.8,0.2,1726200,9961,80.4,0.4,18594,1433,0.9,0.1,1707606,10074,79.5,0.4,384562,7417,17.9,0.3,884344,10887,41.2,0.5,132816,4815,6.2,0.2,889263,10762,41.4,0.5,71013,2968,3.3,0.1,74257,2998,3.5,0.1,421062,7829,19.6,0.4,279793,6953,(X),(X),3170,717,1.1,0.3,141246,4895,50.5,1.2,135377,4810,48.4,1.2,965305,10227,(X),(X),10732,1121,1.1,0.1,726536,9967,75.3,0.5,228037,5294,23.6,0.5,902164,8063,(X),(X),4692,622,0.5,0.1,839824,7867,93.1,0.3,57648,3026,6.4,0.3
0400000US28,28,Mississippi,1104371,7926,(X),(X),864917,11513,78.3,0.7,702262,11641,63.6,0.8,104942,5201,9.5,0.5,755671,10540,68.4,0.7,155231,6948,14.1,0.6,51048,3723,4.6,0.3,1743,683,0.2,0.1,239454,6858,21.7,0.7,679574,11196,61.5,0.8,6218,1211,0.6,0.1,673356,11180,61.0,0.8,174795,7470,15.8,0.6,316444,6236,28.7,0.5,104356,5391,9.4,0.5,222414,6747,20.1,0.6,32736,3325,3.0,0.3,57781,4050,5.2,0.4,424797,8086,38.5,0.8,284353,7249,(X),(X),1489,698,0.5,0.2,102947,6152,36.2,1.7,179917,5849,63.3,1.7,546391,8968,(X),(X),3683,894,0.7,0.2,337094,7655,61.7,0.9,205614,5929,37.6,0.9,273627,6970,(X),(X),1046,551,0.4,0.2,233315,6626,85.3,1.1,39266,2977,14.4,1.0
0400000US29,29,Missouri,2374180,11426,(X),(X),2024969,13643,85.3,0.4,1796075,13727,75.7,0.5,292862,6736,12.3,0.3,1717063,14281,72.3,0.4,212510,7821,9.0,0.3,140113,5696,5.9,0.2,4871,909,0.2,0.1,349211,8425,14.7,0.4,1757244,11566,74.0,0.4,17541,1828,0.7,0.1,1739703,11531,73.3,0.4,417474,8296,17.6,0.3,864386,9632,36.4,0.4,177868,7337,7.5,0.3,717820,10859,30.2,0.5,165505,5740,7.0,0.2,100081,4277,4.2,0.2,616936,10721,26.0,0.4,429327,9153,(X),(X),3439,741,0.8,0.2,197966,6835,46.1,1.1,227922,6524,53.1,1.2,1195038,12364,(X),(X),9930,1413,0.8,0.1,859840,10417,72.0,0.5,325268,7551,27.2,0.5,749815,11172,(X),(X),4172,835,0.6,0.1,681897,10883,90.9,0.5,63746,3795,8.5,0.5
0400000US30,30,Montana,414804,3749,(X),(X),357019,4643,86.1,0.7,328069,4755,79.1,0.9,69424,3354,16.7,0.8,284974,4629,68.7,0.9,27526,2328,6.6,0.5,15112,1517,3.6,0.4,1015,384,0.2,0.1,57785,2922,13.9,0.7,315415,5374,76.0,1.0,4518,671,1.1,0.2,310897,5365,75.0,1.0,88560,3610,21.3,0.9,134859,4449,32.5,1.0,26449,2101,6.4,0.5,124010,3967,29.9,0.9,13421,1456,3.2,0.4,23575,2183,5.7,0.5,99389,4206,24.0,1.0,75782,2941,(X),(X),730,284,1.0,0.4,36757,2629,48.5,2.6,38295,2239,50.5,2.6,214807,5466,(X),(X),3143,685,1.5,0.3,160873,5328,74.9,1.6,50791,3556,23.6,1.5,124215,3975,(X),(X),645,228,0.5,0.2,113267,3901,91.2,1.2,10303,1492,8.3,1.2
0400000US31,31,Nebraska,744159,3947,(X),(X),645386,4722,86.7,0.4,586839,4736,78.9,0.5,95978,3960,12.9,0.5,545036,5465,73.2,0.6,53712,3299,7.2,0.4,45071,2893,6.1,0.4,1510,475,0.2,0.1,98773,3403,13.3,0.4,585758,4937,78.7,0.6,4425,591,0.6,0.1,581333,4857,78.1,0.5,101095,3810,13.6,0.5,272371,4950,36.6,0.7,50998,2719,6.9,0.4,319082,5646,42.9,0.7,28388,2162,3.8,0.3,28221,1893,3.8,0.3,158401,4248,21.3,0.6,115514,4240,(X),(X),719,232,0.6,0.2,58379,3265,50.5,1.9,56416,2826,48.8,1.9,365333,6834,(X),(X),2228,466,0.6,0.1,278471,6413,76.2,1.0,84634,4077,23.2,1.0,263312,4529,(X),(X),1478,417,0.6,0.2,244483,4520,92.8,0.7,17351,1698,6.6,0.6
0400000US32,32,Nevada,1042065,7714,(X),(X),935240,8998,89.7,0.4,832818,9219,79.9,0.6,114593,4868,11.0,0.5,807388,9181,77.5,0.6,92697,4905,8.9,0.5,85182,4697,8.2,0.4,1774,683,0.2,0.1,106825,4438,10.3,0.4,828740,8476,79.5,0.6,5241,963,0.5,0.1,823499,8579,79.0,0.6,118651,5266,11.4,0.5,400444,7897,38.4,0.7,63114,3707,6.1,0.3,486244,8869,46.7,0.8,26663,2909,2.6,0.3,30678,2337,2.9,0.2,213325,6167,20.5,0.6,165803,5515,(X),(X),755,413,0.5,0.3,87700,4298,52.9,1.7,77348,3773,46.7,1.8,526962,9312,(X),(X),3722,802,0.7,0.2,412932,9635,78.4,0.9,110308,4650,20.9,0.9,349300,7711,(X),(X),764,417,0.2,0.1,322867,7020,92.4,0.7,25669,2503,7.3,0.7
0400000US33,33,New Hampshire,517615,4643,(X),(X),471704,5636,91.1,0.6,445583,5675,86.1,0.7,92642,4598,17.9,0.9,375253,6309,72.5,1.0,23024,2188,4.4,0.4,36574,3026,7.1,0.6,1126,569,0.2,0.1,45911,3014,8.9,0.6,439599,5505,84.9,0.7,2421,648,0.5,0.1,437178,5464,84.5,0.7,58966,3275,11.4,0.6,191773,5055,37.0,1.0,17199,2067,3.3,0.4,309684,6628,59.8,1.1,14458,1689,2.8,0.3,9096,1230,1.8,0.2,78016,3894,15.1,0.7,58836,3450,(X),(X),255,207,0.4,0.4,32680,2750,55.5,3.3,25901,2408,44.0,3.3,215119,5796,(X),(X),1602,460,0.7,0.2,171474,5636,79.7,1.3,42043,2893,19.5,1.3,243660,5829,(X),(X),564,297,0.2,0.1,233024,5868,95.6,0.6,10072,1565,4.1,0.6
0400000US34,34,New Jersey,3187963,9239,(X),(X),2807574,11103,88.1,0.2,2590826,12839,81.3,0.3,329896,8275,10.3,0.3,2457797,11849,77.1,0.3,189465,7315,5.9,0.2,215729,7716,6.8,0.2,10080,1896,0.3,0.1,380389,7804,11.9,0.2,2612731,12350,82.0,0.3,12432,1646,0.4,0.1,2600299,12136,81.6,0.3,159962,5989,5.0,0.2,1189323,12525,37.3,0.4,91252,4638,2.9,0.1,1575787,13996,49.4,0.4,503674,9636,15.8,0.3,30456,2593,1.0,0.1,575232,10872,18.0,0.3,421547,8545,(X),(X),2174,728,0.5,0.2,215490,7268,51.1,1.4,203883,6975,48.4,1.4,1212967,14826,(X),(X),6482,1082,0.5,0.1,918730,12550,75.7,0.6,287755,8985,23.7,0.6,1553449,13860,(X),(X),3776,674,0.2,0.1,1466079,13156,94.4,0.3,83594,4214,5.4,0.3
0400000US35,35,New Mexico,761797,5816,(X),(X),615841,7259,80.8,0.6,541549,8322,71.1,0.9,90487,3956,11.9,0.5,518558,8073,68.1,0.8,70337,5086,9.2,0.7,39357,3002,5.2,0.4,1695,673,0.2,0.1,145956,4517,19.2,0.6,519133,8268,68.1,0.9,7057,1282,0.9,0.2,512076,8417,67.2,0.9,147037,5848,19.3,0.7,247969,7989,32.6,1.0,61955,4148,8.1,0.5,200378,5665,26.3,0.8,12643,1677,1.7,0.2,32024,2675,4.2,0.3,242664,6829,31.9,0.9,172410,5693,(X),(X),1400,544,0.8,0.3,71360,3179,41.4,1.3,99650,4096,57.8,1.4,369400,7609,(X),(X),3402,851,0.9,0.2,247613,7657,67.0,1.5,118385,5854,32.0,1.5,219987,5861,(X),(X),2255,826,1.0,0.4,193103,5717,87.8,1.2,24629,2556,11.2,1.1
0400000US36,36,New York,7233694,15840,(X),(X),6265912,20778,86.6,0.2,5752761,22186,79.5,0.2,861481,13996,11.9,0.2,5350754,20089,74.0,0.2,452590,11854,6.3,0.2,627230,15464,8.7,0.2,19433,2098,0.3,0.1,967782,13141,13.4,0.2,5659733,19703,78.2,0.2,28845,2243,0.4,0.1,5630888,19205,77.8,0.2,389156,8465,5.4,0.1,2387314,20282,33.0,0.3,226120,8176,3.1,0.1,3469405,18149,48.0,0.2,826220,12557,11.4,0.2,88444,4429,1.2,0.1,1573961,14653,21.8,0.2,1273049,15467,(X),(X),5212,1080,0.4,0.1,644200,11042,50.6,0.6,623637,11117,49.0,0.6,2963509,19512,(X),(X),15544,1506,0.5,0.1,2223713,17771,75.0,0.4,724252,12500,24.4,0.4,2997136,19586,(X),(X),8089,982,0.3,0.1,2762975,19777,92.2,0.3,226072,8302,7.5,0.3
0400000US37,37,North Carolina,3843745,15042,(X),(X),3270209,16491,85.1,0.3,2910512,21021,75.7,0.4,433845,9210,11.3,0.2,2811189,15416,73.1,0.3,332195,11085,8.6,0.3,253993,8890,6.6,0.2,7738,1222,0.2,0.1,573536,10435,14.9,0.3,2867878,18141,74.6,0.4,19066,1609,0.5,0.1,2848812,18045,74.1,0.4,542840,10302,14.1,0.3,1412791,15547,36.8,0.4,228245,7648,5.9,0.2,1636521,14429,42.6,0.3,104287,4808,2.7,0.1,87141,4154,2.3,0.1,975867,14489,25.4,0.4,748197,13362,(X),(X),3493,918,0.5,0.1,341822,8438,45.7,0.8,402882,9402,53.8,0.8,1920583,16312,(X),(X),11005,1428,0.6,0.1,1417491,15543,73.8,0.5,492087,10637,25.6,0.5,1174965,13686,(X),(X),4568,953,0.4,0.1,1089499,12928,92.7,0.4,80898,4433,6.9,0.4
0400000US38,38,North Dakota,313475,3584,(X),(X),270077,4522,86.2,0.8,248513,4490,79.3,1.0,39874,2596,12.7,0.8,228991,4630,73.0,1.0,20040,2177,6.4,0.7,14043,1846,4.5,0.6,528,232,0.2,0.1,43398,2536,13.8,0.8,240971,4587,76.9,1.0,1677,513,0.5,0.2,239294,4626,76.3,1.0,34345,2108,11.0,0.7,117690,4513,37.5,1.3,16478,1984,5.3,0.6,113076,4590,36.1,1.3,28401,1961,9.1,0.6,8281,1323,2.6,0.4,72504,3108,23.1,1.0,45909,2467,(X),(X),127,109,0.3,0.2,21450,2073,46.7,3.4,24332,1857,53.0,3.3,141194,4736,(X),(X),1107,391,0.8,0.3,103441,4501,73.3,1.9,36646,2917,26.0,1.9,126372,4626,(X),(X),443,274,0.4,0.2,114403,4299,90.5,1.1,11526,1506,9.1,1.1
0400000US39,39,Ohio,4606655,12584,(X),(X),3940069,15611,85.5,0.2,3517056,17109,76.3,0.3,583375,9360,12.7,0.2,3330837,16391,72.3,0.2,390938,9566,8.5,0.2,248050,9752,5.4,0.2,10620,1316,0.2,0.1,666586,9134,14.5,0.2,3529050,15778,76.6,0.2,24663,2330,0.5,0.1,3504387,16077,76.1,0.2,551182,11191,12.0,0.2,1697281,16653,36.8,0.3,310158,8931,6.7,0.2,2001576,17463,43.4,0.3,199396,6506,4.3,0.1,117192,4137,2.5,0.1,1077605,10697,23.4,0.2,846416,12348,(X),(X),5198,1100,0.6,0.1,412486,9355,48.7,0.7,428732,7694,50.7,0.7,2256518,18986,(X),(X),15228,1619,0.7,0.1,1692891,19333,75.0,0.5,548399,10611,24.3,0.5,1503721,12797,(X),(X),4237,862,0.3,0.1,1399010,12335,93.0,0.3,100474,4743,6.7,0.3
0400000US40,40,Oklahoma,1465951,6457,(X),(X),1230324,7541,83.9,0.4,1051396,8638,71.7,0.5,148712,4291,10.1,0.3,1073683,7113,73.2,0.4,161921,5018,11.0,0.3,122962,4043,8.4,0.3,2480,445,0.2,0.1,235627,5344,16.1,0.4,1043497,8654,71.2,0.5,5942,842,0.4,0.1,1037555,8561,70.8,0.5,207250,5025,14.1,0.3,573106,8051,39.1,0.5,144966,3811,9.9,0.3,462380,7269,31.5,0.4,49711,3478,3.4,0.2,82733,3397,5.6,0.2,422454,7323,28.8,0.5,282714,5646,(X),(X),1392,435,0.5,0.2,127213,4633,45.0,1.2,154109,4179,54.5,1.2,744064,7913,(X),(X),3583,608,0.5,0.1,522494,8202,70.2,0.7,217987,5534,29.3,0.7,439173,6822,(X),(X),967,307,0.2,0.1,387848,6670,88.3,0.6,50358,2781,11.5,0.6
0400000US41,41,Oregon,1553205,7348,(X),(X),1408415,8392,90.7,0.3,1303663,9070,83.9,0.4,206663,6719,13.3,0.4,1193061,10826,76.8,0.5,97755,4702,6.3,0.3,76113,4417,4.9,0.3,3106,894,0.2,0.1,144790,5214,9.3,0.3,1266413,8650,81.5,0.4,11294,1463,0.7,0.1,1255119,8884,80.8,0.4,218487,6503,14.1,0.4,690907,10003,44.5,0.6,105044,5968,6.8,0.4,675094,10352,43.5,0.6,84099,3816,5.4,0.3,62220,3630,4.0,0.2,286792,6579,18.5,0.4,259456,6913,(X),(X),2140,743,0.8,0.3,150371,5857,58.0,1.7,106945,5241,41.2,1.7,749775,9399,(X),(X),6065,1122,0.8,0.1,595461,8475,79.4,0.6,148249,5289,19.8,0.6,543974,8202,(X),(X),3089,761,0.6,0.1,509287,8304,93.6,0.5,31598,3013,5.8,0.5
